ETC,DEPARTAMENTO,MUNICIPIO,AÑO,CÓDIGO_MUNICIPIO,CÓDIGO_DEPARTAMENTO,CÓDIGO_ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
Bolívar (ETC),Bolívar,Talaigua Nuevo,2011,13780,13,3767,3132,99.62,99.6,56.6,92.6,72.3,43.5,121.0,110.9,125.1,122.9,111.5,55.56,5.15,0.34,3.55,9.56,2.53,94.85,0.0,96.45,90.44,97.47,0.0,0.0,0.0,0.0,0.33,0.0,0.37,0.25,0.58
Bolívar (ETC),Bolívar,Tiquisio,2011,13810,13,3767,6392,83.53,83.5,51.3,84.0,47.3,16.9,99.5,89.5,122.4,96.6,49.4,17.86,1.01,0.82,0.99,1.19,0.57,98.84,0.0,98.98,98.42,99.14,0.15,0.03,0.4,0.29,3.46,0.82,4.63,2.6,0.57
Bolívar (ETC),Bolívar,Turbaco,2011,13836,13,3767,16070,90.13,90.1,60.5,88.1,75.3,44.0,107.7,79.6,111.4,119.5,87.8,60.87,4.11,1.69,3.33,5.61,3.85,95.16,0.11,95.85,94.11,94.02,0.73,0.82,0.28,2.13,3.41,0.42,2.0,5.79,3.14
Bolívar (ETC),Bolívar,Turbaná,2011,13838,13,3767,3907,81.47,81.5,64.9,78.1,68.3,38.0,94.6,96.8,100.6,96.0,71.8,77.78,0.94,0.3,1.02,1.17,0.52,99.0,0.0,98.98,98.83,98.97,0.06,0.0,0.0,0.52,2.41,0.3,0.57,6.13,1.03
Bolívar (ETC),Bolívar,Villanueva,2011,13873,13,3767,4854,98.43,98.4,61.6,104.6,62.1,35.6,109.5,88.4,136.2,97.7,77.3,0.0,0.46,1.019277486166466,0.33,0.38,1.46,99.28,0.0,99.67,99.62,96.17,0.27,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0
Bolívar (ETC),Bolívar,Zambrano,2011,13894,13,3767,3028,98.22,98.2,37.0,91.3,75.0,42.7,125.6,98.8,131.9,130.8,113.7,0.0,3.04,0.47,0.54,2.81,12.3,96.96,0.0,99.46,97.19,87.7,0.0,0.0,0.0,0.0,0.09,0.0,0.07,0.17,0.0
Tunja,Boyacá,Tunja,2011,15001,15,3770,39771,86.58,86.5,72.8,81.5,78.4,54.4,95.3,89.3,92.3,102.1,91.4,12.5,2.74,2.93,2.18,3.28,2.73,95.16,0.48,96.98,93.68,93.63,2.1,0.84,3.04,3.64,6.13,0.48,2.19,10.78,5.472103352910619
Boyacá (ETC),Boyacá,Almeida,2011,15022,15,3769,428,81.31,81.3,46.7,80.6,70.7,52.1,110.3,53.3,90.3,134.7,131.5,43.75,0.53,1.366525774944666,-0.0070577849825088634,0.74,1.45,99.47,0.0,100.0,99.26,98.55,0.0,0.0,0.0,0.0,0.26,0.0,0.63,0.0,0.0
Boyacá (ETC),Boyacá,Aquitania,2011,15047,15,3769,4224,89.35,89.4,55.3,91.1,68.1,42.0,108.8,77.8,111.2,116.6,101.7,11.63,6.07,3.52,3.37,9.94,7.74,92.63,0.0,96.2,89.58,84.51,1.3,0.43,0.48,7.74,3.33,0.44,2.88,5.65,0.22
Boyacá (ETC),Boyacá,Arcabuco,2011,15051,15,3769,1206,89.88,89.9,43.8,87.0,89.4,33.3,100.1,61.0,100.7,122.6,74.7,30.0,4.93,3.13,1.48,9.01,6.67,95.07,0.0,98.52,90.99,93.33,0.0,0.0,0.0,0.0,1.64,0.0,2.23,1.62,0.0
Boyacá (ETC),Boyacá,Belén,2011,15087,15,3769,1772,102.82,102.8,85.2,92.5,89.4,65.7,134.4,97.2,111.3,170.8,134.3,31.58,1.5,1.5777484681594842,0.92,1.66,3.13,94.49,0.0,96.99,91.09,93.42,4.01,2.09,7.25,3.45,0.37,0.0,0.79,0.15,0.0
Boyacá (ETC),Boyacá,Berbeo,2011,15090,15,3769,549,63.57,63.6,42.2,62.7,57.0,34.1,67.9,44.4,75.5,68.3,58.8,25.0,4.56,3.6181237454734827,2.84,6.3,8.0,88.47,0.0,89.77,85.04,88.0,6.97,7.39,8.66,4.0,2.95,0.513665974564546,3.41,3.15,0.0
Boyacá (ETC),Boyacá,Betéitiva,2011,15092,15,3769,509,73.67,73.7,31.8,58.4,78.4,50.7,94.7,40.9,72.1,129.0,119.5,62.5,0.71,0.5456954426036305,1.28,0.58,-1.7876512846551904,90.57,0.0,95.51,81.5,98.7,8.73,3.21,17.92,1.3,4.01,0.0,0.0,9.83,0.0
Boyacá (ETC),Boyacá,Boavita,2011,15097,15,3769,1631,78.54,78.5,43.8,71.5,67.0,43.3,106.8,47.9,94.9,140.6,92.6,0.0,1.95,5.17,1.53,2.78,0.45,94.15,0.0,97.45,90.36,93.18,3.9,1.02,6.85,6.36,0.9,0.0,1.02,1.07,0.45
Boyacá (ETC),Boyacá,Boyacá,2011,15104,15,3769,1213,79.8,79.8,66.0,86.5,63.4,33.3,100.4,75.0,96.5,133.9,51.3,66.67,4.84,5.33,4.06,4.89,8.25,93.95,0.0,95.94,92.35,88.66,1.21,0.0,2.75,3.09,4.13,0.0,2.43,8.26,2.06
Boyacá (ETC),Boyacá,Briceño,2011,15106,15,3769,627,93.78,93.8,66.7,86.9,86.0,45.1,121.2,84.3,103.0,178.3,71.6,6.25,1.47,0.5763737352763663,2.55,0.45,1.37,97.88,0.0,97.45,99.55,93.15,0.65,0.0,0.0,5.48,3.43,0.0,1.45,7.66,0.0
Boyacá (ETC),Boyacá,Buenavista,2011,15109,15,3769,1415,77.6,77.6,57.6,72.3,65.7,29.6,89.1,69.5,87.8,108.4,63.5,7.41,3.25,1.22,2.75,4.61,2.26,92.35,1.22,94.9,88.83,90.23,4.4,2.35,6.55,7.52,5.19,0.0,4.71,7.52,3.01
Boyacá (ETC),Boyacá,Busbanzá,2011,15114,15,3769,212000,50.0,50.0,50.0,47.3,44.6,24.98222517991792,51.4,50.0,57.1,67.6,19.05130275922295,50.0,1.83,1.4709772478877596,0.05019009409873121,4.0,2.2873880524339754,98.17,0.0,100.0,96.0,97.77911309632483,0.0,0.0,0.0,0.0,4.59,0.0,0.0,10.0,4.906416832308759
Boyacá (ETC),Boyacá,Caldas,2011,15131,15,3769,807,105.45,105.5,84.4,94.9,93.8,44.1,133.5,110.9,124.3,145.6,141.9,30.77,2.05,1.41,2.14,2.4,0.98,97.61,0.0,97.86,97.6,96.08,0.34,0.0,0.0,2.94,3.41,0.0,1.34,6.31,3.92
Boyacá (ETC),Boyacá,Campohermoso,2011,15135,15,3769,1055,62.65,62.7,32.9,64.9,46.4,21.8,79.5,37.8,104.8,76.9,40.0,10.71,4.33,3.23,3.04,7.69,1.47,90.28,0.0,92.82,83.17,95.59,5.38,4.14,9.13,2.94,1.79,0.0,0.55,4.81,0.0
Boyacá (ETC),Boyacá,Cerinza,2011,15162,15,3769,826,90.19,90.2,60.6,75.6,94.1,53.6,104.2,77.3,92.5,130.9,94.3,91.67,0.77,0.28227851652841807,0.66,0.98,0.82,92.71,0.0,99.01,84.69,94.26,6.52,0.33,14.33,4.92,1.28,0.0,0.66,2.28,0.82
Boyacá (ETC),Boyacá,Chinavita,2011,15172,15,3769,792,83.21,83.2,66.7,86.4,66.4,37.2,108.0,80.0,129.1,104.9,78.8,15.38,5.93,6.25,3.53,8.03,8.54,91.75,0.0,93.59,89.16,91.46,2.32,2.88,2.81,0.0,2.32,0.0,3.21,2.01,1.22
Boyacá (ETC),Boyacá,Chiquinquirá,2011,15176,15,3769,15678,88.6,88.5,57.0,81.5,81.7,56.2,113.8,74.0,102.8,130.0,125.3,51.22,1.8,2.44,1.68,1.61,2.41,94.35,0.31,97.26,91.22,92.7,3.85,1.06,7.16,4.89,1.65,0.15,0.76,2.96,1.44
Boyacá (ETC),Boyacá,Chiscas,2011,15180,15,3769,1115,82.69,82.7,58.5,80.8,74.1,45.5,130.8,79.8,104.3,188.5,102.3,3.45,4.13,5.33,1.22,6.53,5.81,93.95,0.0,96.34,91.19,93.55,1.92,2.44,2.27,0.65,0.71,0.0,0.98,0.57,0.65
Boyacá (ETC),Boyacá,Chita,2011,15183,15,3769,2794,88.12,88.1,66.1,88.2,73.9,35.1,107.8,77.0,102.9,141.6,68.1,11.36,3.46,2.17,1.95,3.89,10.66,95.8,0.0,97.24,95.35,88.52,0.73,0.81,0.75,0.82,0.77,0.0,0.33,1.26,2.05
Boyacá (ETC),Boyacá,Chitaraque,2011,15185,15,3769,1382,86.03,86.0,71.3,95.3,60.8,45.1,98.1,81.7,106.3,95.1,91.1,31.25,1.57,1.06,1.27,1.19,4.0,92.55,0.0,95.07,88.06,88.0,5.88,3.66,10.75,8.0,1.08,0.0,0.16,2.69,2.0
Boyacá (ETC),Boyacá,Chivatá,2011,15187,15,3769,1431,36.76,36.8,32.5,32.6,27.5,16.5,46.3,47.9,41.2,61.3,28.6,12.5,0.36,1.79,0.4,0.11599174938782753,0.6657823657734205,93.8,0.0,93.63,92.57,93.94,5.84,5.98,7.43,6.06,1.64,0.0,0.8,2.86,3.03
Boyacá (ETC),Boyacá,Ciénega,2011,15189,15,3769,1144,97.03,97.0,72.0,92.5,85.9,49.7,123.9,78.5,107.3,161.6,107.9,28.57,4.89,2.74,1.4,10.28,3.28,92.8,0.0,96.0,87.15,95.08,2.31,2.6,2.57,1.64,2.03,0.0,1.6,3.08,1.64
Boyacá (ETC),Boyacá,Cómbita,2011,15204,15,3769,2529,72.87,72.9,37.9,73.6,64.1,38.8,93.4,45.5,85.4,120.0,80.9,38.1,1.08,1.2,0.65,1.36,1.78,95.87,0.0,96.52,94.72,95.56,3.05,2.84,3.92,2.67,2.04,0.0,0.52,3.75,3.56
Boyacá (ETC),Boyacá,Coper,2011,15212,15,3769,926,78.94,78.9,43.4,83.1,56.3,27.1,101.5,59.2,118.7,115.5,51.6,10.71,4.04,2.22,3.69,5.41,2.9,93.26,0.0,95.81,86.49,97.1,2.7,0.49,8.11,0.0,4.18,0.0,4.68,4.5,2.9
Boyacá (ETC),Boyacá,Corrales,2011,15215,15,3769,498,96.59,96.6,76.9,89.9,91.6,67.9,110.2,82.1,101.0,122.8,121.4,0.0,2.22,1.2355384667762976,3.33,2.33,-1.089040528239611,90.91,0.0,93.81,88.37,85.19,6.87,2.86,9.3,14.81,0.0,0.0,0.0,0.0,0.0
Boyacá (ETC),Boyacá,Covarachía,2011,15218,15,3769,673,90.94,90.9,55.6,85.9,80.3,47.8,135.4,61.1,150.4,155.3,94.8,5.0,3.55,1.973658921205093,1.1,8.15,2.541946315935707,94.67,0.0,98.16,88.41,98.77,1.78,0.74,3.43,1.23,0.32,0.0,0.0,0.86,0.0
Boyacá (ETC),Boyacá,Cubará,2011,15223,15,3769,1965,56.54,56.5,29.6,53.5,36.4,19.5,63.5,61.1,74.8,55.9,50.7,4.0,0.43,0.6581524805979448,0.16,0.61,1.83,98.79,0.0,99.52,97.55,97.25,0.78,0.32,1.84,0.92,1.39,0.0,1.62,1.84,0.0
Boyacá (ETC),Boyacá,Cucaita,2011,15224,15,3769,1248,71.07,71.1,58.8,60.7,69.4,40.9,76.0,69.6,70.2,87.0,70.2,57.14,3.19,1.41,2.75,4.24,2.46,89.56,1.41,87.33,88.14,95.9,7.25,9.92,7.63,1.64,1.54,0.0,3.31,0.56,0.0
Boyacá (ETC),Boyacá,Cuítiva,2011,15226,15,3769,447,77.4,77.4,48.5,78.1,67.5,48.1,127.5,48.5,84.6,192.2,116.5,33.33,4.66,12.5,3.5,5.71,3.03,91.78,0.0,94.41,89.29,92.42,3.56,2.1,5.0,4.55,2.19,0.0,0.0,2.86,2.78662479752108
Boyacá (ETC),Boyacá,Chíquiza,2011,15232,15,3769,1494,76.1,76.1,67.0,75.8,68.8,39.9,80.2,73.0,84.6,84.7,64.0,6.25,1.21,1.19,1.4,0.97,1.27,96.19,0.0,95.61,95.87,97.45,2.6,2.99,3.16,1.27,0.0,0.0,0.0,0.0,0.0
Boyacá (ETC),Boyacá,Chivor,2011,15236,15,3769,517,92.65,92.7,55.8,91.6,89.0,42.1,113.2,58.1,113.2,134.1,98.9,9.09,2.36,4.0,3.07,2.04,0.3849572792371383,97.64,0.0,96.93,97.96,100.0,0.0,0.0,0.0,0.0,1.77,4.0,1.75,2.04,0.0
Duitama,Boyacá,Duitama,2011,15238,15,3771,25815,95.38,95.3,73.6,90.7,85.0,64.2,106.6,97.2,104.2,112.0,105.7,52.5,2.3,2.35,1.85,2.53,2.96,96.6,0.0,97.38,96.28,94.83,1.1,0.78,1.18,2.21,4.42,0.56,2.07,7.3,5.31
Boyacá (ETC),Boyacá,El Cocuy,2011,15244,15,3769,1264,86.31,86.3,52.8,81.9,79.9,49.0,106.4,66.0,98.7,126.4,108.8,8.33,3.36,2.950003121980071,2.41,5.91,0.64,93.28,0.0,95.61,87.94,98.08,3.36,1.97,6.15,1.28,1.18,1.49,1.1,1.18,1.28
Boyacá (ETC),Boyacá,El Espino,2011,15248,15,3769,946,63.11,63.1,48.0,66.0,61.2,31.0,111.5,53.4,78.1,154.1,123.2,13.33,0.98,2.56,0.75,0.87,1.3,98.69,0.0,99.25,98.25,98.7,0.33,0.0,0.87,0.0,0.16,0.0,0.0,0.44,0.0
Boyacá (ETC),Boyacá,Firavitoba,2011,15272,15,3769,1237,74.21,74.2,50.0,69.7,66.5,54.3,83.6,61.0,77.0,99.5,80.2,58.33,1.24,1.152228160769777,0.75,1.8,1.76,95.24,0.0,97.01,94.01,91.76,3.52,2.24,4.19,6.47,0.1,0.0,0.25,0.0,0.0
